Uporabnisko ime,Handle,Cas,Body,Retweet,Reply,Likes
SpaceX,@SpaceX,2023-01-30 21:07:22,"Starlink is now available in Nigeria – the first African country to receive service! → http://starlink.com/map 2,407
10.1K
38.6K
5.7M",10.1K,"2,407",38.6K
Elon Musk,@elonmusk,2023-01-30 02:40:36,"[thing] 2,457
1,914
40.8K
6.8M","1,914","2,457",40.8K
Elon Musk,@elonmusk,2023-01-30 02:40:22,"Resist the current 2,377
3,071
51.4K
7.4M","3,071","2,377",51.4K
Elon Musk,@elonmusk,2023-01-29 19:03:47,"Ω 27.5K
18K
212.6K
47.7M",18K,27.5K,212.6K
Elon Musk,@elonmusk,2023-01-29 18:50:58," Lee Fang
@lhfang
·
Jan 28
The “Hamilton 68” dashboard was a high level scam to falsely accuse Russian influence behind everything. Their entire opaque system was a fraud, and virtually every media outlet fell for it. Everyone from NYT to Mother Jones should post a correction: twitter.com/mtaibbi/status…",20.5K,"5,765",135.3K
Elon Musk,@elonmusk,2023-01-29 18:46:02,"Disingenuous response from Hamilton 68 regarding their fake claims of Russian interference Matt Taibbi
@mtaibbi
·
Jan 29
A few more brief notes on Hamilton 68's response:
https://open.substack.com/pub/taibbi/p/hamilton-68-brief-addendum?r=5mz1&utm_campaign=post&utm_medium=web…","7,398","2,163",45.2K
Elon Musk,@elonmusk,2023-01-28 19:38:23,"Another major improvement in timeline refresh speed just released – now 10X faster than a few months ago 10.2K
11.9K
145.9K
14.9M",11.9K,10.2K,145.9K
Elon Musk,@elonmusk,2023-01-28 01:29:13,"I work all day, then go home & play work simulator 25.2K
24.1K
369.3K
35.8M",24.1K,25.2K,369.3K
Elon Musk,@elonmusk,2023-01-27 20:28:38,"Nothing conveys gravitas better than being called Mr. Tweet  13.8K
12.2K
181.8K
16.2M",12.2K,13.8K,181.8K
Elon Musk,@elonmusk,2023-01-27 20:13:51,So then why do call yourself “The” Associated Press  ,17K,"9,552",142.9K
Matt Taibbi,@mtaibbi,2023-01-27 19:59:34,"I’m trying to assemble a list of news stories and TV segments pegged to Hamilton 68 and will publish it once done, hopefully this weekend. I think people will be shocked by the scale of this 1,076
5,566
31.7K
3.9M","5,566","1,076",31.7K
Elon Musk,@elonmusk,2023-01-27 19:48:44,"An American group made false claims about Russian election interference to interfere with American elections Matt Taibbi
@mtaibbi
·
Jan 27
Hamilton 68’s blue-red founding team of Jamie Fly and Laura Rosenberger, told Politico they couldn’t reveal the “dashboard” accounts because “the Russians will simply shut them down.” The real reason? It was bullshit: https://racket.news/p/move-over-jayson-blair-meet-hamilton…",20.8K,"4,324",79.3K
Matt Taibbi,@mtaibbi,2023-01-27 19:44:47,"Instead of tracking how “Russia” influenced American attitudes, Hamilton 68 simply collected a handful of mostly real, mostly American accounts, and described their organic conversations as Russian scheming: racket.news
Move Over, Jayson Blair: Meet Hamilton 68, the New King of Media Fraud
The Twitter Files reveal that one of the most common news sources of the Trump era was a scam, making ordinary American political conversations look like Russian spywork","6,734",996,26K
Elon Musk,@elonmusk,2023-01-27 18:20:49,"Shame on 
@MSNBC
 for misleading the public! Matt Taibbi
@mtaibbi
·
Jan 27
1.THREAD: Twitter Files #15
MOVE OVER, JAYSON BLAIR: TWITTER FILES EXPOSE NEXT GREAT MEDIA FRAUD
Show this thread",19.1K,"5,436",74.5K
Elon Musk,@elonmusk,2023-01-27 04:19:47,"Twitter is the PvP of social media 15.3K
28.4K
274.3K
31.1M",28.4K,15.3K,274.3K
Elon Musk,@elonmusk,2023-01-26 23:06:11,"Just met with 
@SpeakerMcCarthy
 & 
@RepJeffries
 to discuss ensuring that this platform is fair to both parties 19.2K
18.2K
190.6K
16.3M",18.2K,19.2K,190.6K
SpaceX,@SpaceX,2023-01-26 09:33:13,Liftoff! ,"4,461","1,322",33.5K
Elon Musk,@elonmusk,2023-01-26 03:04:55,Congrats Tesla California factory team on all-time record production! ,10.1K,"8,194",171.6K
SpaceX,@SpaceX,2023-01-26 01:52:20,Launch and catch tower destacked Ship 24 from Booster 7 on the orbital pad today ahead of the Booster’s static fire test ,"4,547","1,522",41.2K
Tesla,@Tesla,2023-01-25 22:31:40,"Q4 2022 Earnings Call Tesla
@Tesla
Tesla, Inc. Q4 2022 Financial Results and Q&A Webcast","3,077","1,174",17.9K
Elon Musk,@elonmusk,2023-01-25 22:11:46,"Changed my name to Mr. Tweet, now Twitter won’t let me change it back  63.2K
67.8K
907.4K
81.9M",67.8K,63.2K,907.4K
Tesla,@Tesla,2023-01-25 21:40:03,"In 2022, we produced & delivered 1.3M+ vehicles  
 
In Q4 we achieved our highest-ever quarterly revenue, operating income & net income → https://tesla-cdn.thron.com/static/GZR0GS_TSLA_Q4_2022_Update_PVPJAG.pdf?xseo=&response-content-disposition=inline%3Bfilename%3D%22b7871185-dd6a-4d79-9c3b-19b497227f2a.pdf%22… ","3,632","1,166",27.1K
Elon Musk,@elonmusk,2023-01-25 19:04:28,Starship fully loaded with cryogenic propellant ,10.9K,"7,031",131K
Tesla,@Tesla,2023-01-25 16:31:48,"Full presentation → https://youtu.be/OLdIPmE4dCs Tesla
@Tesla
·
Jan 24
Today, we’re announcing $3.6B of new investment in Giga Nevada.

- 4M sq ft of new manufacturing footprint
- 3k additional team members
- 2 new manufacturing facilities: a 100 GWh 4680 cell factory & our first high-volume Semi factory 

Details → https://tesla.com/blog/continuing-our-investment-nevada…
Show this thread","2,614",951,20.9K
Elon Musk,@elonmusk,2023-01-25 10:42:30,"1/2 a 
philosophically
must ipso facto 
1/2 not  5,922
3,687
43K
9.9M","3,687","5,922",43K
Elon Musk,@elonmusk,2023-01-25 10:39:35," all u can 19.9K
35.3K
320.5K
38.7M",35.3K,19.9K,320.5K
Tesla,@Tesla,2023-01-24 22:41:20,"Thank you to the Tesla team, our supply chain partners & the local community that helped us get here! 0:49
1M views","2,381",939,23.4K
Tesla,@Tesla,2023-01-24 22:41:06,"Today, we’re announcing $3.6B of new investment in Giga Nevada.

- 4M sq ft of new manufacturing footprint
- 3k additional team members
- 2 new manufacturing facilities: a 100 GWh 4680 cell factory & our first high-volume Semi factory 

Details → https://tesla.com/blog/continuing-our-investment-nevada… ","6,824","1,856",50.2K
SpaceX,@SpaceX,2023-01-24 17:23:34,"After completing Starship’s first full flight-like wet dress rehearsal, Ship 24 will be destacked from Booster 7 in preparation for a static fire of the Booster’s 33 Raptor engines ","4,947","1,359",38.7K
SpaceX,@SpaceX,2023-01-24 00:12:17,"Starship completed its first full flight-like wet dress rehearsal at Starbase today. This was the first time an integrated Ship and Booster were fully loaded with more than 10 million pounds of propellant 0:22
4M views","8,917","2,170",56.3K
Elon Musk,@elonmusk,2023-01-21 22:49:04," Fidias
@Fidias0
·
Jan 21
We are definitely living in a simulation @elonmusk ! Happy National Hugging Day everyone
Show this thread",12.3K,11.4K,193.7K
Elon Musk,@elonmusk,2023-01-21 17:49:22,"Also, there will be a higher priced subscription that allows zero ads 5,780
5,098
66.2K
9.2M","5,098","5,780",66.2K
Elon Musk,@elonmusk,2023-01-21 17:41:22,"Ads are too frequent on Twitter and too big. Taking steps to address both in coming weeks. 14.8K
18K
255.4K
27.1M",18K,14.8K,255.4K
Elon Musk,@elonmusk,2023-01-21 09:07:40,"Je me souviens Pluto  13.4K
10.4K
157.3K
37.8M",10.4K,13.4K,157.3K
Elon Musk,@elonmusk,2023-01-21 00:40:35,"(Tweets will be translated before being recommended) 2,331
3,516
58.2K
6.2M","3,516","2,331",58.2K
Elon Musk,@elonmusk,2023-01-21 00:35:56,"There are epic tweets in other countries every day (Japan especially) 2,740
9,528
83K
9M","9,528","2,740",83K
Elon Musk,@elonmusk,2023-01-21 00:31:38,"Next Twitter update will remember whether you were on For You (ie recommended), Following or list you made & stop switching you back to recommended tweets 5,572
8,958
76.2K
11.4M","8,958","5,572",76.2K
Elon Musk,@elonmusk,2023-01-21 00:18:21,"In coming months, Twitter will translate & recommend amazing tweets from people in other countries & cultures 18.9K
31.7K
290.8K
31M",31.7K,18.9K,290.8K
Elon Musk,@elonmusk,2023-01-20 23:23:17,"Exactly! If companies post interesting or entertaining content, they will gain an audience rapidly. Mathias Føns
@FonsDK
·
Jan 19
Tesla started to actively tweet updates & educational content at the start of December.

The outcome has been tremendous.
I hope that @Tesla continues utilizing Twitter like this!

Twitter users & companies should take note of this—post interesting content & results will follow…
Show this thread","3,645","2,213",35.9K
Tesla,@Tesla,2023-01-20 23:15:16,"Heat Pump allows us to move heat around to whatever system needs it most, giving Tesla vehicles unmatched efficiency in cold weather → youtube.com
Tesla Heat Pump | More Range in Cold Weather
Heat Pump draws excess heat from the powertrain to maximize Supercharging speeds & driving range in cold weather. For example, your Tesla can use heat create...","1,529",562,13.4K
Elon Musk,@elonmusk,2023-01-20 20:30:40,"Major Twitter improvement we just released is that you can now bookmark tweets from tweet details page.

Importantly, bookmarks are *private*, unlike likes. No one other than you can see your bookmarks. 7,766
12.6K
131.3K
18M",12.6K,"7,766",131.3K
Elon Musk,@elonmusk,2023-01-20 20:20:17,"Twitter app update now available on App Store 7,890
11.4K
136.2K
18.4M",11.4K,"7,890",136.2K
Twitter Support,@TwitterSupport,2023-01-20 20:09:25,"For 
@TwitterBlue
 subscribers, when you save a new Bookmark, you can still save directly to a folder by holding down the new flag icon. Long press from the Tweet details to access Bookmark folders or individual Tweets after saving a new Bookmark. 899
1,611
10.8K
3.1M","1,611",899,10.8K
Shibetoshi Nakamoto,@BillyM2k,2023-01-20 20:01:16,"Replying to 
@elonmusk oh that’s actually pretty cool!","1,493",540,13K
Elon Musk,@elonmusk,2023-01-20 19:55:41,"Use pinned Lists to improve your Twitter experience!

1. Tap Lists on your profile page.
2. Create list of accounts to follow.
3. Tap pin icon. 

This allows you to swipe left/right between For You, Following and Lists. 11.5K
11.2K
66K
12.2M",11.2K,11.5K,66K
Community Notes,@CommunityNotes,2023-01-20 18:36:39,"We are now admitting contributors from the UK , Ireland , Australia  and New Zealand  — welcome to Community Notes! Want to help? Sign up here: https://twitter.com/i/flow/join-birdwatch… 484
1,154
8,796
2.7M","1,154",484,"8,796"
Elon Musk,@elonmusk,2023-01-19 21:01:35,"Twitter is arguably already the least wrong source of truth on the Internet, but we obviously still have a long way to go.

Enabling 
@CommunityNotes
 to operate at very large scale and providing maximum transparency about how Twitter works are fundamental to building trust. 14.2K
19.2K
165.8K
13.9M",19.2K,14.2K,165.8K
Elon Musk,@elonmusk,2023-01-19 20:39:50,"Coming soon are notifications if you’ve replied, liked or retweeted something subsequently corrected by community Community Notes
@CommunityNotes
·
Jan 19
Community Notes are now also shown on Quote Tweets  This change boosts the impact of contributors’ efforts, and helps ensure context is shown everywhere it can be helpful. Live now in the web app, and coming soon to iOS and Android.","5,573","3,801",44.4K
Tesla,@Tesla,2023-01-19 20:34:09,Track Mode lets you use your Tesla’s instant response & motor torque to feel superhuman on the track—available on Model S Plaid + Model 3 & Y Performance ,"1,881",931,16.9K
SpaceX,@SpaceX,2023-01-19 15:53:19,Falcon 9’s first stage has landed on the Of Course I Still Love You droneship ,"3,896",785,24.8K
SpaceX,@SpaceX,2023-01-19 15:45:22,"Liftoff! 0:19
705.2K views","3,996",827,30.3K
Elon Musk,@elonmusk,2023-01-19 10:54:51," VE RI TAS  14.3K
23.5K
250.9K
44.6M",23.5K,14.3K,250.9K
Elon Musk,@elonmusk,2023-01-18 20:19:00,"Great work by Tesla Team! Tesla Owners Silicon Valley
@teslaownersSV
·
Jan 18
Electric vehicles make up 10% of car sales and EVs are up 68% y/y on volume. Huge shout out to @tesla @elonmusk for making this happen and leading this revolution","4,447","3,128",45.4K
Elon Musk,@elonmusk,2023-01-18 18:34:59,"To be clear, I’m not someone who thinks lots of government agencies should be abolished (maybe a few), but we should always question our institutions, as this strengthens the bedrock of democracy. 7,319
15.3K
144.7K
6.4M",15.3K,"7,319",144.7K
Elon Musk,@elonmusk,2023-01-18 18:24:13,"Why did American media go from questioning the State and “speaking truth to power” to doing their bidding? 34.4K
43.5K
304.4K
29.8M",43.5K,34.4K,304.4K
Elon Musk,@elonmusk,2023-01-18 16:49:31,"The World Economic Forum should control the world Yes
14%
No
86%
2,420,521 votes
·
Final results",47.5K,40.3K,110.8K
Elon Musk,@elonmusk,2023-01-18 16:30:55,"Media want to control what you know, which is why citizen journalism is essential DogeDesigner
@cb_doge
·
Jan 18
""Twitter is now the #1 news app on the AppStore!"" 

One of the reasons why mainstream media was against the Twitter Deal. Let that sink in @elonmusk",38.1K,10.7K,209.9K
Tesla,@Tesla,2023-01-18 16:03:05,"Tesla operates the world’s largest global fast-charging network—40k+ Superchargers in 46 countries, located near amenities & optimized for high-speed charging on road trips ","2,963","1,364",23.7K
Elon Musk,@elonmusk,2023-01-17 17:52:24,"The party is on!!    axios.com
Musk's leadership is not deterring media companies from quitting Twitter
Twitter's media and sports deals continue in the face of controversies around Elon Musk's management.",16.6K,10.2K,148.5K
Elon Musk,@elonmusk,2023-01-17 17:20:58,"Companies in general are missing the incredible opportunity that Twitter provides to reach customers. 

Just Tweet interesting things! That’s all it takes. Jeff Boichuk
@jeffboichuk
·
Jan 16
Total views of tweets posted in the last 30 days by automakers that sold at least 10k cars in the U.S. in 2022:

@Tesla 275.6M
@BMW 4.34M
@Dodge 1.74M
@Ford .93M
@Jeep .84M
@MazdaUSA .5M
@Honda .39M
@Chrysler .23M
@Kia .17M
@VW .05M

https://twitter.com/ICannot_Enough/status/1612121319826489346…
Show this thread","6,696","4,776",58K
Elon Musk,@elonmusk,2023-01-17 17:15:51,"The Car Aquatic Whole Mars Catalog
@WholeMarsBlog
·
Jan 17
Tesla Boat",11.7K,"7,161",123.8K
Elon Musk,@elonmusk,2023-01-17 03:47:49,"Trashing accounts that you hate will cause our algorithm to show you more of those accounts, as it is keying off of your interactions.

Basically saying if you love trashing *that* account, then you will probably also love trashing *this* account. Not actually wrong lol. 21.6K
24.3K
198.9K
23.5M",24.3K,21.6K,198.9K
Elon Musk,@elonmusk,2023-01-16 05:06:21,"Kudos to the BBC for self-labelling its state affiliation 7,726
12.6K
150.4K
24.4M",12.6K,"7,726",150.4K
Elon Musk,@elonmusk,2023-01-16 01:20:35,"And that’s how we will land on Mars SpaceX
@SpaceX
·
Jan 16
Drone shot of Falcon Heavy's side boosters landing at LZ-1 and LZ-2
0:27
5.4M views",18.1K,12.6K,168.8K
Elon Musk,@elonmusk,2023-01-16 00:05:27,Falcon Heavy Ascends ,"9,598","5,708",149.7K
Elon Musk,@elonmusk,2023-01-15 23:09:59,"Instagram makes people depressed & Twitter makes people angry. Which is better? 146.9K
74.2K
646.5K
75.8M",74.2K,146.9K,646.5K
SpaceX,@SpaceX,2023-01-15 23:05:33,Falcon Heavy’s side boosters have landed ,"6,121","1,591",41.1K
SpaceX,@SpaceX,2023-01-15 22:40:14,"Watch Falcon Heavy launch the USSF-67 mission to orbit → http://spacex.com/launches 28:20
846.9K viewers
SpaceX
@SpaceX
USSF-67 Mission","4,234","1,176",21.3K
SpaceX,@SpaceX,2023-01-14 18:54:18,"Falcon Heavy is now vertical on Launch Complex 39A in Florida. Targeting Sunday, January 15 for launch of the USSF-67 mission → http://spacex.com/launches ","4,263","1,527",34.8K
Elon Musk,@elonmusk,2023-01-14 08:54:48,"Good assessment of our goal therabbithole84.substack.com
Trust as a Service (TaaS): A Vision for Twitter
When analyzing the market space inhabited by both traditional and new-age media companies one of the necessary prerequisites for customer buy-in is Trust. Without trust, people can not consume a...","7,840","5,402",65.3K
Elon Musk,@elonmusk,2023-01-14 04:43:43,"deamplify means shadowban Matt Taibbi
@mtaibbi
·
Jan 13
1.TWITTER FILES: Supplemental 
More Adam Schiff Ban Requests, 
and ""Deamplification""
Show this thread",16.1K,"4,469",73.2K
Elon Musk,@elonmusk,2023-01-14 04:38:32,"The higher the rates, the harder the fall 2,507
4,349
49.1K
6.5M","4,349","2,507",49.1K
Elon Musk,@elonmusk,2023-01-14 03:43:12,I wonder what would have happened in 2009 if the Fed had raised rates instead of lowering them  ,10.3K,"7,399",90.2K
Twitter Business,@TwitterBusiness,2023-01-13 21:56:04,"We will soon launch Verification for Organizations, formerly known as Blue for Business. Today, you can apply for early access via our waitlist here: twitter.com
Apply for Verified Organizations","2,001",657,12.2K
Elon Musk,@elonmusk,2023-01-13 20:26:32,"Twitter will publish tweet recommendation code & make account/tweet status visible no later than next month.

Transparency builds trust. 9,481
17.5K
156.6K
17.1M",17.5K,"9,481",156.6K
Massimo,@Rainmaker1973,2023-01-13 17:53:57,"SpaceX Starship 24 stacked on Super Heavy Booster 7 at Starbase in Texas. 

Standing 120 m tall & with more than twice the thrust of Saturn V, it is designed to be the tallest and most powerful launch vehicle ever built, and the first capable of total reusability

Source: SpaceX ","3,811","1,184",29.4K
Elon Musk,@elonmusk,2023-01-13 16:14:52,"virtue rises with the sun 14.6K
17.9K
197.3K
28.4M",17.9K,14.6K,197.3K
Elon Musk,@elonmusk,2023-01-13 14:06:46,"Bookmark button moving to tweet details page, fixing image length crop & other minor bug fixes next week 9,126
10.8K
120.7K
19.9M",10.8K,"9,126",120.7K
Tesla,@Tesla,2023-01-13 13:45:02,View your charging history & savings for the full year in the Tesla app ,"2,076","1,352",18.6K
Tesla Owners Silicon Valley,@teslaownersSV,2023-01-13 01:23:28,"BREAKING: Tesla Is US Brand with Lowest Maintenance Cost for its Cars with 10 years of Use, Model S Is #1 ⁦
@elonmusk
⁩ tesmanian.com
Tesla Is US Brand with Lowest Maintenance Cost for its Cars with 10 years of Use, Model S Is #1
Tesla has become the brand with the lowest maintenance costs for its vehicles in 10 years of use in the US, a study has shown. Model S and X are the cheapest cars to maintain, while Model 3 and Y are...","3,607","1,361",25K
Matt Taibbi,@mtaibbi,2023-01-12 19:39:30,"The latest #TwitterFiles expose as a total lie a major Russiagate story — that the #ReleaseTheMemo hashtag was fueled by Russian bots: Matt Taibbi
@mtaibbi
·
Jan 12
1.THREAD: Twitter Files #14
THE RUSSIAGATE LIES
One: The Fake Tale of Russian Bots and the #ReleaseTheMemo Hashtag
Show this thread",11.7K,"1,311",38.1K
SpaceX,@SpaceX,2023-01-12 16:09:10,"Team are stepping into a series of tests prior to Starship's first flight test in the weeks ahead, including full stack wet dress rehearsals and hold down firing of Booster 7's 33 Raptor engines 876
2,735
23.3K
3.6M","2,735",876,23.3K
SpaceX,@SpaceX,2023-01-12 16:08:31,More pics of Starship fully stacked on the orbital launch pad at Starbase → http://flickr.com/spacex ,"5,880","1,010",40.2K
Elon Musk,@elonmusk,2023-01-12 14:05:12,Starship launch attempt soon ,29K,14.1K,326.3K
Elon Musk,@elonmusk,2023-01-11 19:01:29,"Some things that your party tells you are false and some things that the other party says are true 30.9K
30.2K
312.4K
34M",30.2K,30.9K,312.4K
SpaceX,@SpaceX,2023-01-11 16:56:07,View from the recovery vessel as Dragon returned to Earth ,"4,883","1,332",41.5K
Tesla,@Tesla,2023-01-11 10:08:00,Model S & Model Y received the highest overall safety scores among every vehicle tested by EuroNCAP in 2022 ,"4,038","1,600",28.8K
Elon Musk,@elonmusk,2023-01-10 06:36:19,"All four orbital launch pads fully loaded with rockets for the first time! SpaceX
@SpaceX
·
Jan 10
SpaceX had four rockets on four pads and two Dragons on orbit today—as CRS-26 Dragon departed the @space_station with Crew-5 Dragon still attached to the orbiting lab, Falcon Heavy rolled out of the hangar, two Falcon 9’s readied for launch, and Ship 24 was stacked onto Booster 7","8,067","6,067",92.1K
SpaceX,@SpaceX,2023-01-10 06:30:22,"SpaceX had four rockets on four pads and two Dragons on orbit today—as CRS-26 Dragon departed the 
@space_station
 with Crew-5 Dragon still attached to the orbiting lab, Falcon Heavy rolled out of the hangar, two Falcon 9’s readied for launch, and Ship 24 was stacked onto Booster 7 ","5,348","1,867",42.9K
SpaceX,@SpaceX,2023-01-10 04:36:49,"Watch Falcon 9 launch the 
@OneWeb
 Launch 16 mission to orbit → http://spacex.com/launches SpaceX
@SpaceX
OneWeb Launch 16 Mission","3,448",951,22.1K
The Boring Company,@boringcompany,2023-01-10 02:16:04,"Was our privilege to provide transportation for 
@LVCVA
 at an amazing 
@CES
 convention.  
Fun Loop stats: average ride time < 2 min, average wait time < 10 sec, 94k+ total passengers, 10k+ passengers to/from Resorts World, and average Q4 LVCC Customer Experience Score > 4.9/5.0! ","2,645","1,036",20.9K
SpaceX,@SpaceX,2023-01-10 00:04:56,"Ship 24 stacked on Super Heavy Booster 7 at Starbase in Texas 0:21
2.8M views","9,732","1,949",62.3K
SpaceX,@SpaceX,2023-01-09 21:46:02,"All cargo is loaded, the hatch is closed, and Dragon is ready for an on-time departure from the 
@space_station
 at 5:05 p.m. ET. Watch live → nasa.gov
NASA Live
NASA launches, landings, and events. Watch live broadcasts from NASA Television and NASA's social media channels, and a schedule of upcoming live events including news briefings, launches and...","2,500",759,20.4K
Tesla,@Tesla,2023-01-09 16:37:46,"Watch live TV & stream your favorite shows in your Tesla when parked D-Love
@D_Love
·
Jan 8
So this is cool - watching a live game in my Tesla while supercharging. ESPN via the Hulu app.","2,564","1,422",22.1K
Elon Musk,@elonmusk,2023-01-08 23:29:31,"I hope that the people of Brazil are able to resolve matters peacefully 36K
30.8K
397.4K
60.6M",30.8K,36K,397.4K
Elon Musk,@elonmusk,2023-01-08 22:23:42,(Chart by James Stephenson) ,"8,969","6,510",85.7K
Elon Musk,@elonmusk,2023-01-08 03:48:20,"Easy swipe right/left to move between recommended vs followed tweets rolls out later this week.

First part of a much larger UI overhaul.

Bookmark button (de facto silent like) on Tweet details rolls out a week later.

Long form tweets early Feb. 12.2K
16.5K
166.6K
26.4M",16.5K,12.2K,166.6K
Elon Musk,@elonmusk,2023-01-07 22:50:40,"Plaid is sickkk Tesla
@Tesla
·
Jan 7
Model S Plaid sets record as fastest car from 0-60 mph ever tested by Motortrend","6,008","8,239",83.7K
SpaceX,@SpaceX,2023-01-07 21:37:10,Falcon Heavy in the hangar at Launch Complex 39A in Florida ,"4,301",969,39.2K
Elon Musk,@elonmusk,2023-01-07 16:56:11,"Thread on how safe Tesla cars are Tesla
@Tesla
·
Jan 7
Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking corrective action if you are at risk of an accident → https://tesla.com/safety
Show this thread","5,402","5,894",51.3K
Tesla,@Tesla,2023-01-07 16:52:38,"Safety is the primary design objective for our vehicles. 

Your Tesla monitors your surroundings, alerting you or taking corrective action if you are at risk of an accident → tesla.com
Safety | Tesla
Tesla cars are designed for safety, combining onboard technology with an all-electric architecture for maximum protection.","4,825","2,023",38.7K
Elon Musk,@elonmusk,2023-01-06 18:35:24,"(JCO was joking btw) 4,183
2,409
71.3K
13.5M","2,409","4,183",71.3K
Elon Musk,@elonmusk,2023-01-06 18:05:15,8 years later & still no laws …  ,34.3K,26.9K,401.7K
Elon Musk,@elonmusk,2023-01-05 23:43:43,"If I dig my grave deep enough, maybe it comes out other side of Earth  47.2K
24.9K
332.3K
45.2M",24.9K,47.2K,332.3K
Elon Musk,@elonmusk,2023-01-05 23:37:53,"Some habits are hard to break lol.  Maybe I should just get bulletproof shoes … Elon Musk
@elonmusk
·
Apr 9, 2013
No more political comments for me now that I've shot off both my feet.
Show this thread","6,855",10.3K,98.5K
Elon Musk,@elonmusk,2023-01-05 21:27:32,"Ouch my feet!! Elon Musk
@elonmusk
·
Jan 5
Elon Musk should
Show this poll","5,410","8,789",85.2K
Elon Musk,@elonmusk,2023-01-05 16:22:25,"Elon Musk should Stay out of politics
42.8%
Keep shooting his feet
57.2%
595,182 votes
·
Final results",13.3K,32.9K,134.5K
Elon Musk,@elonmusk,2023-01-05 16:19:29,"Subtle, but I am beginning to suspect opinions differ on this matter …

If not McCarthy, then seriously who? 33.2K
5,221
61.3K
16M","5,221",33.2K,61.3K
Elon Musk,@elonmusk,2023-01-05 16:12:24,"Sped up trip there & back again SpaceX
@SpaceX
·
Jan 5
Onboard view from Falcon 9’s flight to space and back during smallsat rideshare mission",22.8K,21.8K,197.8K
Tesla,@Tesla,2023-01-05 11:20:51,"Tesla’s impact in California → tesla.com
Tesla’s California Footprint | Tesla
In the 20 years since Tesla was founded in San Carlos, California, we have grown from a long-shot startup to the state’s largest manufacturing employer and the world’s leading electric vehicle maker.","2,950","1,356",23.9K
Elon Musk,@elonmusk,2023-01-05 10:23:53,"Kevin McCarthy should be Speaker 64.1K
17.2K
164.8K
57.8M",17.2K,64.1K,164.8K
Elon Musk,@elonmusk,2023-01-04 01:55:18,"12 months ago, I was Person of the Year 95.6K
54K
717.5K
88.5M",54K,95.6K,717.5K
Elon Musk,@elonmusk,2023-01-04 00:36:33,"Please comment on this matter TESLARATI
@Teslarati
·
Jan 3
IRS invites consumers to comment on EV tax credit qualifications

https://teslarati.com/irs-invites-consumers-to-comment-on-ev-tax-credit-qualifications/… by @JohnnaCrider1","7,864",16.8K,53.1K
Elon Musk,@elonmusk,2023-01-03 23:42:11,"US govt agency demanded suspension of 250k accounts, including journalists & Canadian officials! Matt Taibbi
@mtaibbi
·
Jan 3
11.The GEC report appeared based on DHS data circulated earlier that week, and included accounts that followed “two or more” Chinese diplomatic accounts. They reportedly ended up with a list “nearly 250,000” names long, and included Canadian officials and a CNN account:
Show this thread",46.6K,11.4K,148.1K
Elon Musk,@elonmusk,2023-01-03 20:37:23,"Another episode of The Twitter Files Matt Taibbi
@mtaibbi
·
Jan 3
1.THREAD: The Twitter Files
How Twitter Let the Intelligence Community In
Show this thread",24.1K,"7,582",107.1K
SpaceX,@SpaceX,2023-01-03 14:48:02,"Watch Falcon 9 launch 114 spacecraft to orbit → http://spacex.com/launches 1:41:21
2M viewers
SpaceX
@SpaceX
Transporter-6 Mission","4,775","1,601",32K
Elon Musk,@elonmusk,2023-01-01 19:25:38,"Hope you’re having a great day 1 2023!

One thing’s for sure, it won’t be boring. 42.1K
48K
605.7K
56.8M",48K,42.1K,605.7K
Elon Musk,@elonmusk,2022-12-31 18:26:16,"Sometimes it’s just better to make pizza at home 52.5K
52.1K
815.3K
81.1M",52.1K,52.5K,815.3K
Elon Musk,@elonmusk,2022-12-31 10:00:01,"Unlike likes, bookmarks are private 2,940
4,488
81.9K
13.2M","4,488","2,940",81.9K
Elon Musk,@elonmusk,2022-12-31 09:02:21,"Easy to create folders to bookmark tweets into various categories 2,837
5,897
83.8K
15.3M","5,897","2,837",83.8K
Elon Musk,@elonmusk,2022-12-31 08:51:10,"Twitter has a bookmark function accessible through share button on tweet. 

To read bookmarks, tap profile icon.

This obscure UI will be fixed in Jan. 10.3K
15.8K
182.7K
34.9M",15.8K,10.3K,182.7K
Elon Musk,@elonmusk,2022-12-30 21:32:50,"If you don’t think there’s at least a tiny chance you’re an NPC … you’re an NPC 33.7K
35.1K
351K
55.9M",35.1K,33.7K,351K
Elon Musk,@elonmusk,2022-12-30 20:26:24,"New Twitter navigation coming in Jan that allows swiping to side to switch between recommended & followed tweets, trends, topics, etc.

Until then, tap stars icon on upper right of home screen to switch. 8,344
12.8K
129.3K
19.8M",12.8K,"8,344",129.3K
Elon Musk,@elonmusk,2022-12-30 08:04:48,"Launch 61 of 2022. Congrats SpaceX! SpaceX
@SpaceX
·
Dec 30, 2022
Liftoff!
0:24
4.5M views","8,254","5,274",109.6K
Elon Musk,@elonmusk,2022-12-30 03:16:43,"New Twitter will strive to optimize unregretted user-minutes 15.7K
16.2K
210K
36.5M",16.2K,15.7K,210K
Tesla,@Tesla,2022-12-29 19:44:15,"2022 was a huge year for EVs. 

Thank you to Tesla owners, supporters & employees for helping us accelerate the world’s transition to sustainable energy!  2,851
5,313
49.4K
9.1M","5,313","2,851",49.4K
Elon Musk,@elonmusk,2022-12-29 04:50:26,"Significant backend server architecture changes rolled out. Twitter should feel faster. 24K
24.8K
312.8K
42.9M",24.8K,24K,312.8K
